geometry,date_time,start_polygon_id,start_polygon_name,end_polygon_id,end_polygon_name,length_km,tile_size,country,level,n_crisis,n_baseline,n_difference,percent_change,is_statistically_significant,z_score,start_lat,start_lon,end_lat,end_lon,start_quadkey,end_quadkey
"LINESTRING (-73.98193359374999 40.363286261845936, -73.98193359374999 40.363286261845936)",2020-04-28 1600,1206879,Rumson,1206879,Rumson,0,13,US,LEVEL4,189,125.8,63.2,49.842271293375,0,4,40.362226449936,-74.00448748566,40.362226449936,-74.00448748566,0320101121120,0320101121120
"LINESTRING (-73.98193359375 40.296284438846904, -73.98193359375 40.32979366503048)",2020-04-28 1600,1206865,Long Branch,1206872,Monmouth Beach,3.726061795862,13,US,LEVEL4,23,35,-12,-33.333333333333,0,-2.4243661069253,40.296816972661,-73.991643716608,40.33591002361,-73.98573503276,0320101121300,0320101121122
"LINESTRING (-75.60791015625001 40.02761236253704, -75.60791015625001 40.02761236253704)",2020-04-28 1600,1408051,West Whiteland,1408051,West Whiteland,0,13,US,LEVEL4,453,404.4,48.6,11.988159842131,0,3.0152039674553,40.022714779354,-75.623639100125,40.022714779354,-75.623639100125,0320101022311,0320101022311
"LINESTRING (-75.60791015625001 40.128488980636284, -75.60791015625001 40.128488980636284)",2020-04-28 1600,1408050,West Vincent,1408050,West Vincent,0,13,US,LEVEL4,22,10.2,11.8,105.35714285714,0,4,40.125702424922,-75.647598888164,40.125702424922,-75.647598888164,0320101022113,0320101022113
"LINESTRING (-74.24560546875 40.26275858650597, -74.24560546875 40.26275858650597)",2020-04-28 1600,1206854,Freehold township,1206854,Freehold township,0,13,US,LEVEL4,554,398.4,155.6,38.958437656485,0,4,40.223321424559,-74.298814468545,40.223321424559,-74.298814468545,0320101120312,0320101120312
"LINESTRING (-75.60791015625001 40.22921611124274, -75.60791015625 40.26275858650597)",2020-04-28 1600,1409126,Lower Pottsgrove,1409126,Lower Pottsgrove,3.7297589306376,13,US,LEVEL4,12,16,-4,-23.529411764706,0,-1.1795356492392,40.253630208415,-75.597682210946,40.253630208415,-75.597682210946,0320101020331,0320101020313
"LINESTRING (-75.60791015625001 40.22921611124274, -75.60791015625001 40.22921611124274)",2020-04-28 1600,1409126,Lower Pottsgrove,1409126,Lower Pottsgrove,0,13,US,LEVEL4,485,398.6,86.4,21.621621621622,0,4,40.253630208415,-75.597682210946,40.253630208415,-75.597682210946,0320101020331,0320101020331
"LINESTRING (-75.60791015625001 40.22921611124274, -75.65185546875 40.22921611124274)",2020-04-28 1600,1409126,Lower Pottsgrove,1408018,North Coventry,3.7306831255731,13,US,LEVEL4,17,23.8,-6.8,-27.41935483871,0,-1.3038404810405,40.253630208415,-75.597682210946,40.219938627244,-75.681766560721,0320101020331,0320101020330
"LINESTRING (-75.60791015625001 40.22921611124274, -75.65185546875 40.26275858650597)",2020-04-28 1600,1409126,Lower Pottsgrove,1409138,Pottstown,5.2746757231077,13,US,LEVEL4,29,38,-9,-23.076923076923,0,-1.510526444934,40.253630208415,-75.597682210946,40.250707077411,-75.644309809222,0320101020331,0320101020312
"LINESTRING (-75.60791015625001 40.296284438846904, -75.60791015625001 40.296284438846904)",2020-04-28 1600,1409132,New Hanover,1409132,New Hanover,0,13,US,LEVEL4,447,266.8,180.2,67.289021657954,0,4,40.314435578135,-75.556651300644,40.314435578135,-75.556651300644,0320101020311,0320101020311
"LINESTRING (-75.60791015625001 40.32979366503048, -75.60791015625001 40.32979366503048)",2020-04-28 1600,1409110,Douglass,1409110,Douglass,0,13,US,LEVEL4,343,285.2,57.8,20.195667365479,0,4,40.319302670343,-75.632201385824,40.319302670343,-75.632201385824,0320101020133,0320101020133
"LINESTRING (-75.60791015625001 40.32979366503048, -75.65185546875 40.26275858650597)",2020-04-28 1600,1409110,Douglass,1409138,Pottstown,8.3337944120306,13,US,LEVEL4,12,11,1,8.3333333333333,0,0.44721359549996,40.319302670343,-75.632201385824,40.250707077411,-75.644309809222,0320101020133,0320101020312
"LINESTRING (-75.60791015625001 40.363286261845936, -75.60791015625001 40.363286261845936)",2020-04-28 1600,1407654,Washington,1407654,Washington,0,13,US,LEVEL4,153,119.8,33.2,27.483443708609,0,4,40.394299707454,-75.608584340285,40.394299707454,-75.608584340285,0320101020131,0320101020131
"LINESTRING (-75.60791015625001 40.39676222610689, -75.60791015625001 40.39676222610689)",2020-04-28 1600,1407654,Washington,1407654,Washington,0,13,US,LEVEL4,173,122.2,50.8,41.233766233766,0,4,40.394299707454,-75.608584340285,40.394299707454,-75.608584340285,0320101020113,0320101020113
"LINESTRING (-74.24560546875 40.26275858650597, -74.28955078125 40.26275858650597)",2020-04-28 1600,1206854,Freehold township,1206853,Freehold borough,3.7288349185448,13,US,LEVEL4,15,48.6,-33.6,-67.741935483871,0,-4,40.223321424559,-74.298814468545,40.259463117314,-74.275399191345,0320101120312,0320101120303
"LINESTRING (-75.65185546874999 39.21522924530484, -75.65185546874999 39.21522924530484)",2020-04-28 1600,50861,Kenton,50861,Kenton,0,13,US,LEVEL4,96,61.4,34.6,55.448717948718,0,4,39.237329899324,-75.694780755358,39.237329899324,-75.694780755358,0320101220310,0320101220310
"LINESTRING (-75.65185546874999 39.487082913971165, -75.65185546874999 39.487082913971165)",2020-04-28 1600,50868,Middletown-Odessa,50868,Middletown-Odessa,0,13,US,LEVEL4,279,159.8,119.2,74.129353233831,0,4,39.428124022881,-75.656812391948,39.428124022881,-75.656812391948,0320101202310,0320101202310
"LINESTRING (-75.65185546874999 39.554880991259985, -75.65185546874999 39.554880991259985)",2020-04-28 1600,50873,Red Lion,50873,Red Lion,0,13,US,LEVEL4,170,93,77,81.914893617021,0,4,39.577047721181,-75.617472957557,39.577047721181,-75.617472957557,0320101202130,0320101202130
"LINESTRING (-75.65185546874999 40.363286261845936, -75.65185546874999 40.363286261845936)",2020-04-28 1600,1407602,Colebrookdale,1407602,Colebrookdale,0,13,US,LEVEL4,115,88.6,26.4,29.464285714286,0,3.9890260424223,40.346685352646,-75.646395673125,40.346685352646,-75.646395673125,0320101020130,0320101020130
"LINESTRING (-75.65185546875 37.70120532614097, -75.65185546875 37.70120532614097)",2020-04-28 1600,1424502,District 6,1424502,District 6,0,13,US,LEVEL4,34,18.4,15.6,80.412371134021,0,4,37.705661270732,-75.683875232687,37.705661270732,-75.683875232687,0320103200110,0320103200110
"LINESTRING (-75.65185546875 37.77071269861351, -75.65185546875 37.77071269861351)",2020-04-28 1600,1424501,District 5,1424501,District 5,0,13,US,LEVEL4,126,91.8,34.2,36.853448275862,0,3.5910583551724,37.793223269557,-75.58028584358,37.793223269557,-75.58028584358,0320103022330,0320103022330
"LINESTRING (-75.65185546875 37.80544190882401, -75.65185546875 37.80544190882401)",2020-04-28 1600,1424500,District 4,1424500,District 4,0,13,US,LEVEL4,31,13.6,17.4,119.17808219178,0,4,37.808250732431,-75.672534350831,37.808250732431,-75.672534350831,0320103022312,0320103022312
"LINESTRING (-74.24560546875 40.296284438846904, -74.24560546875 40.296284438846904)",2020-04-28 1600,1206868,Marlboro,1206868,Marlboro,0,13,US,LEVEL4,259,170.4,88.6,51.69194865811,0,4,40.342673077178,-74.256906090864,40.342673077178,-74.256906090864,0320101120310,0320101120310
"LINESTRING (-75.65185546875 38.28993454893205, -75.65185546875 38.28993454893205)",2020-04-28 1600,1109579,District 1 West Princess Anne,1109579,District 1 West Princess Anne,0,13,US,LEVEL4,32,27.2,4.8,17.021276595745,0,1.2519372742975,38.216890803349,-75.727793505141,38.216890803349,-75.727793505141,0320103002332,0320103002332
"LINESTRING (-75.65185546875 38.32441837733954, -75.65185546875 38.32441837733954)",2020-04-28 1600,1109642,District 16 Fruitland,1109642,District 16 Fruitland,0,13,US,LEVEL4,67,45,22,47.826086956522,0,3.3356313917472,38.311894234862,-75.626262513858,38.311894234862,-75.626262513858,0320103002330,0320103002330
"LINESTRING (-75.65185546875 38.35888580841598, -75.60791015625 38.35888580841598)",2020-04-28 1600,1109636,District 9 Salisbury,1109639,District 13 Camden,3.8316977981607,13,US,LEVEL4,13,27,-14,-50,0,-4,38.382502723032,-75.630676067351,38.34910653537,-75.600302857765,0320103002312,0320103002313
"LINESTRING (-75.65185546875 38.35888580841598, -75.65185546875 38.35888580841598)",2020-04-28 1600,1109636,District 9 Salisbury,1109636,District 9 Salisbury,0,13,US,LEVEL4,229,129,100,76.923076923077,0,4,38.382502723032,-75.630676067351,38.382502723032,-75.630676067351,0320103002312,0320103002312
"LINESTRING (-75.65185546875 38.39333683749105, -75.65185546875 38.39333683749105)",2020-04-28 1600,1109636,District 9 Salisbury,1109636,District 9 Salisbury,0,13,US,LEVEL4,40,35.2,4.8,13.259668508287,0,0.96581236390264,38.382502723032,-75.630676067351,38.382502723032,-75.630676067351,0320103002310,0320103002310
"LINESTRING (-75.65185546875 38.42777145992039, -75.65185546875 38.42777145992039)",2020-04-28 1600,1109641,District 15 Hebron,1109641,District 15 Hebron,0,13,US,LEVEL4,34,20.4,13.6,63.551401869159,0,4,38.423786559522,-75.678238689271,38.423786559522,-75.678238689271,0320103002132,0320103002132
"LINESTRING (-75.65185546875 38.49659146639404, -75.65185546875 38.49659146639404)",2020-04-28 1600,50879,Laurel-Delmar,50879,Laurel-Delmar,0,13,US,LEVEL4,22,15.6,6.4,38.55421686747,0,1.496078663079,38.52499324381,-75.520435659214,38.52499324381,-75.520435659214,0320103002112,0320103002112
"LINESTRING (-75.65185546875 38.5309768412791, -75.65185546875 38.5309768412791)",2020-04-28 1600,50879,Laurel-Delmar,50879,Laurel-Delmar,0,13,US,LEVEL4,39,28.6,10.4,35.135135135135,0,4,38.52499324381,-75.520435659214,38.52499324381,-75.520435659214,0320103002110,0320103002110
"LINESTRING (-75.65185546875 38.56534579119993, -75.65185546875 38.56534579119993)",2020-04-28 1600,50879,Laurel-Delmar,50879,Laurel-Delmar,0,13,US,LEVEL4,20,14.2,5.8,38.157894736842,0,1.3412421411824,38.52499324381,-75.520435659214,38.52499324381,-75.520435659214,0320103000332,0320103000332
"LINESTRING (-75.65185546875 38.599698311641525, -75.65185546875 38.599698311641525)",2020-04-28 1600,50879,Laurel-Delmar,50879,Laurel-Delmar,0,13,US,LEVEL4,31,25.2,5.8,22.137404580153,0,3.2422985673747,38.52499324381,-75.520435659214,38.52499324381,-75.520435659214,0320103000330,0320103000330
"LINESTRING (-75.65185546875 38.63403439811461, -75.65185546875 38.63403439811461)",2020-04-28 1600,50884,Seaford,50884,Seaford,0,13,US,LEVEL4,111,81.4,29.6,35.922330097087,0,3.0809940566368,38.65035419964,-75.600428480338,38.65035419964,-75.600428480338,0320103000312,0320103000312
"LINESTRING (-75.65185546875 38.668354046155734, -75.65185546875 38.668354046155734)",2020-04-28 1600,50884,Seaford,50884,Seaford,0,13,US,LEVEL4,56,37.2,18.8,49.214659685864,0,4,38.65035419964,-75.600428480338,38.65035419964,-75.600428480338,0320103000310,0320103000310
"LINESTRING (-75.65185546875 38.70265725132718, -75.65185546875 38.70265725132718)",2020-04-28 1600,50884,Seaford,50884,Seaford,0,13,US,LEVEL4,18,15.2,2.8,17.283950617284,0,1.0434983894999,38.65035419964,-75.600428480338,38.65035419964,-75.600428480338,0320103000132,0320103000132
"LINESTRING (-75.65185546875 38.736944009216884, -75.65185546875 38.736944009216884)",2020-04-28 1600,50877,Bridgeville-Greenwood,50877,Bridgeville-Greenwood,0,13,US,LEVEL4,22,18,4,21.052631578947,0,0.98473192783466,38.775631086612,-75.602316789478,38.775631086612,-75.602316789478,0320103000130,0320103000130
"LINESTRING (-75.65185546875 38.77121431543851, -75.65185546875 38.77121431543851)",2020-04-28 1600,50877,Bridgeville-Greenwood,50877,Bridgeville-Greenwood,0,13,US,LEVEL4,19,14.6,4.4,28.205128205128,0,1.4428168387247,38.775631086612,-75.602316789478,38.775631086612,-75.602316789478,0320103000112,0320103000112
"LINESTRING (-75.65185546875 38.87392648061604, -75.65185546875 38.87392648061604)",2020-04-28 1600,50860,Harrington,50860,Harrington,0,13,US,LEVEL4,22,13.6,8.4,57.534246575342,0,4,38.898066771241,-75.614569315392,38.898066771241,-75.614569315392,0320101222330,0320101222330
"LINESTRING (-75.65185546875 38.90813093681449, -75.65185546875 38.90813093681449)",2020-04-28 1600,50860,Harrington,50860,Harrington,0,13,US,LEVEL4,16,11.8,4.2,32.8125,0,1.027758446888,38.898066771241,-75.614569315392,38.898066771241,-75.614569315392,0320101222312,0320101222312
"LINESTRING (-75.65185546875 39.04478398725156, -75.65185546875 39.04478398725156)",2020-04-28 1600,50857,Central Kent,50857,Central Kent,0,13,US,LEVEL4,43,31.2,11.8,36.645962732919,0,4,39.064025405394,-75.599111953732,39.064025405394,-75.599111953732,0320101222112,0320101222112
"LINESTRING (-75.65185546875 39.0789060352985, -75.65185546875 39.0789060352985)",2020-04-28 1600,50857,Central Kent,50857,Central Kent,0,13,US,LEVEL4,39,23.8,15.2,61.290322580645,0,4,39.064025405394,-75.599111953732,39.064025405394,-75.599111953732,0320101222110,0320101222110
"LINESTRING (-75.65185546875 39.11301158922029, -75.65185546875 39.11301158922029)",2020-04-28 1600,50857,Central Kent,50857,Central Kent,0,13,US,LEVEL4,25,17,8,44.444444444444,0,2.9211869733609,39.064025405394,-75.599111953732,39.064025405394,-75.599111953732,0320101220332,0320101220332
"LINESTRING (-75.65185546875 39.14710064491126, -75.65185546875 39.14710064491126)",2020-04-28 1600,50858,Dover,50858,Dover,0,13,US,LEVEL4,52,30,22,70.967741935484,0,4,39.162930646602,-75.551772671949,39.162930646602,-75.551772671949,0320101220330,0320101220330
"LINESTRING (-75.65185546875 39.249268781922765, -75.65185546875 39.249268781922765)",2020-04-28 1600,50861,Kenton,50861,Kenton,0,13,US,LEVEL4,49,31.8,17.2,52.439024390244,0,4,39.237329899324,-75.694780755358,39.237329899324,-75.694780755358,0320101220132,0320101220132
"LINESTRING (-75.65185546875 39.28329180414046, -75.60791015625 39.28329180414046)",2020-04-28 1600,50863,Smyrna,50863,Smyrna,3.7822752194012,13,US,LEVEL4,14,13,1,7.1428571428571,0,0.47140452079103,39.286375629578,-75.533458920434,39.286375629578,-75.533458920434,0320101220130,0320101220131
"LINESTRING (-75.65185546875 39.28329180414046, -75.65185546875 39.28329180414046)",2020-04-28 1600,50863,Smyrna,50863,Smyrna,0,13,US,LEVEL4,282,202.2,79.8,39.271653543307,0,4,39.286375629578,-75.533458920434,39.286375629578,-75.533458920434,0320101220130,0320101220130
"LINESTRING (-75.65185546875 39.31729830797876, -75.65185546875 39.31729830797876)",2020-04-28 1600,50868,Middletown-Odessa,50868,Middletown-Odessa,0,13,US,LEVEL4,29,16.2,12.8,74.418604651163,0,2.2915675969262,39.428124022881,-75.656812391948,39.428124022881,-75.656812391948,0320101220112,0320101220112
"LINESTRING (-75.65185546875 39.35128828948367, -75.65185546875 39.35128828948367)",2020-04-28 1600,50868,Middletown-Odessa,50868,Middletown-Odessa,0,13,US,LEVEL4,54,38.8,15.2,38.190954773869,0,2.7891082049868,39.428124022881,-75.656812391948,39.428124022881,-75.656812391948,0320101220110,0320101220110
"LINESTRING (-75.65185546875 39.385261744726435, -75.65185546875 39.385261744726435)",2020-04-28 1600,50868,Middletown-Odessa,50868,Middletown-Odessa,0,13,US,LEVEL4,43,29,14,46.666666666667,0,4,39.428124022881,-75.656812391948,39.428124022881,-75.656812391948,0320101202332,0320101202332
"LINESTRING (-75.65185546875 39.41921866980341, -75.65185546875 39.41921866980341)",2020-04-28 1600,50868,Middletown-Odessa,50868,Middletown-Odessa,0,13,US,LEVEL4,275,152.2,122.8,80.156657963446,0,4,39.428124022881,-75.656812391948,39.428124022881,-75.656812391948,0320101202330,0320101202330
"LINESTRING (-75.65185546875 39.453159060836114, -75.65185546875 39.453159060836114)",2020-04-28 1600,50868,Middletown-Odessa,50868,Middletown-Odessa,0,13,US,LEVEL4,141,70.8,70.2,97.771587743733,0,4,39.428124022881,-75.656812391948,39.428124022881,-75.656812391948,0320101202312,0320101202312
"LINESTRING (-74.24560546875 40.32979366503048, -74.24560546875 40.32979366503048)",2020-04-28 1600,1206868,Marlboro,1206868,Marlboro,0,13,US,LEVEL4,289,199.2,89.8,44.855144855145,0,4,40.342673077178,-74.256906090864,40.342673077178,-74.256906090864,0320101120132,0320101120132
"LINESTRING (-75.65185546875 39.52099022538021, -75.65185546875 39.52099022538021)",2020-04-28 1600,50868,Middletown-Odessa,50868,Middletown-Odessa,0,13,US,LEVEL4,270,135,135,99.264705882353,0,4,39.428124022881,-75.656812391948,39.428124022881,-75.656812391948,0320101202132,0320101202132
"LINESTRING (-75.65185546875 39.588755207832264, -75.65185546875 39.588755207832264)",2020-04-28 1600,50873,Red Lion,50873,Red Lion,0,13,US,LEVEL4,114,137.2,-23.2,-16.787264833575,0,-1.2955032443282,39.577047721181,-75.617472957557,39.577047721181,-75.617472957557,0320101202112,0320101202112
"LINESTRING (-75.65185546875 39.62261287134375, -75.60791015625 39.65645397806613)",2020-04-28 1600,50870,New Castle,50870,New Castle,5.3216366050773,13,US,LEVEL4,17,17.2,-0.2,-1.0989010989011,0,-0.13483997249265,39.656783783661,-75.598341667716,39.656783783661,-75.598341667716,0320101202110,0320101200333
"LINESTRING (-75.65185546875 39.62261287134375, -75.65185546875 39.62261287134375)",2020-04-28 1600,50870,New Castle,50870,New Castle,0,13,US,LEVEL4,561,370.4,190.6,51.319332256327,0,4,39.656783783661,-75.598341667716,39.656783783661,-75.598341667716,0320101202110,0320101202110
"LINESTRING (-75.65185546875 39.62261287134375, -75.65185546875 39.65645397806613)",2020-04-28 1600,50870,New Castle,50870,New Castle,3.7629652859535,13,US,LEVEL4,14,18,-4,-21.052631578947,0,-1.5689290811055,39.656783783661,-75.598341667716,39.656783783661,-75.598341667716,0320101202110,0320101200332
"LINESTRING (-75.65185546875 39.62261287134375, -75.69580078125 39.62261287134375)",2020-04-28 1600,50870,New Castle,50870,New Castle,3.7638859984267,13,US,LEVEL4,14,13.6,0.4,2.7397260273973,0,0.094809092627996,39.656783783661,-75.598341667716,39.656783783661,-75.598341667716,0320101202110,0320101202101
"LINESTRING (-75.65185546875 39.65645397806613, -75.56396484374999 39.75787792058951)",2020-04-28 1600,50870,New Castle,50875,Wilmington,13.55428310905,13,US,LEVEL4,11,33.8,-22.8,-65.51724137931,0,-2.8909438372436,39.656783783661,-75.598341667716,39.734893500818,-75.527941216548,0320101200332,0320101201200
"LINESTRING (-75.65185546875 39.65645397806613, -75.56396484375 39.69027852429607)",2020-04-28 1600,50870,New Castle,50870,New Castle,8.4101285357825,13,US,LEVEL4,17,15.4,1.6,9.7560975609756,0,0.5553681076005,39.656783783661,-75.598341667716,39.656783783661,-75.598341667716,0320101200332,0320101201220
"LINESTRING (-75.65185546875 39.65645397806613, -75.56396484375 39.72408650635505)",2020-04-28 1600,50870,New Castle,50867,Lower Christiana,10.635459719895,13,US,LEVEL4,12,17,-5,-27.777777777778,0,-1.9611613513818,39.656783783661,-75.598341667716,39.730496823875,-75.608560545903,0320101200332,0320101201202
"LINESTRING (-75.65185546875 39.65645397806613, -75.60791015625 39.65645397806613)",2020-04-28 1600,50870,New Castle,50870,New Castle,3.7620447579531,13,US,LEVEL4,25,22.4,2.6,11.111111111111,0,0.62510114788465,39.656783783661,-75.598341667716,39.656783783661,-75.598341667716,0320101200332,0320101200333
"LINESTRING (-75.65185546875 39.65645397806613, -75.60791015625 39.72408650635505)",2020-04-28 1600,50870,New Castle,50867,Lower Christiana,8.4080693117984,13,US,LEVEL4,17,12.8,4.2,30.434782608696,0,1.0127099265579,39.656783783661,-75.598341667716,39.730496823875,-75.608560545903,0320101200332,0320101200313
"LINESTRING (-75.65185546875 39.65645397806613, -75.65185546875 39.62261287134375)",2020-04-28 1600,50870,New Castle,50870,New Castle,3.7629652859535,13,US,LEVEL4,18,18.8,-0.8,-4.040404040404,0,-0.13780819250991,39.656783783661,-75.598341667716,39.656783783661,-75.598341667716,0320101200332,0320101202110
"LINESTRING (-75.65185546875 39.65645397806613, -75.65185546875 39.65645397806613)",2020-04-28 1600,50870,New Castle,50870,New Castle,0,13,US,LEVEL4,1276,823.6,452.4,54.862963861266,0,4,39.656783783661,-75.598341667716,39.656783783661,-75.598341667716,0320101200332,0320101200332
"LINESTRING (-75.65185546875 39.65645397806613, -75.69580078125 39.62261287134375)",2020-04-28 1600,50870,New Castle,50870,New Castle,5.3216366050765,13,US,LEVEL4,13,14,-1,-6.6666666666667,0,-0.44721359549996,39.656783783661,-75.598341667716,39.656783783661,-75.598341667716,0320101200332,0320101202101
"LINESTRING (-75.65185546875 39.69027852429607, -75.56396484374999 39.75787792058951)",2020-04-28 1600,50874,Upper Christiana,50875,Wilmington,10.630249592927,13,US,LEVEL4,18,32.2,-14.2,-42.771084337349,0,-2.5220791583051,39.675383047802,-75.67010117089,39.734893500818,-75.527941216548,0320101200330,0320101201200
"LINESTRING (-75.65185546875 39.69027852429607, -75.60791015625 39.65645397806613)",2020-04-28 1600,50874,Upper Christiana,50870,New Castle,5.3190324074672,13,US,LEVEL4,13,14,-1,-6.6666666666667,0,-0.22941573387056,39.675383047802,-75.67010117089,39.656783783661,-75.598341667716,0320101200330,0320101200333
"LINESTRING (-75.65185546875 39.69027852429607, -75.60791015625 39.72408650635505)",2020-04-28 1600,50874,Upper Christiana,50867,Lower Christiana,5.3164276314009,13,US,LEVEL4,12,17,-5,-27.777777777778,0,-0.98058067569092,39.675383047802,-75.67010117089,39.730496823875,-75.608560545903,0320101200330,0320101200313
"LINESTRING (-75.65185546875 39.69027852429607, -75.65185546875 39.65645397806613)",2020-04-28 1600,50874,Upper Christiana,50870,New Castle,3.7611238403204,13,US,LEVEL4,20,25.2,-5.2,-19.847328244275,0,-1.4048923900916,39.675383047802,-75.67010117089,39.656783783661,-75.598341667716,0320101200330,0320101200332
"LINESTRING (-75.65185546875 39.69027852429607, -75.65185546875 39.69027852429607)",2020-04-28 1600,50874,Upper Christiana,50874,Upper Christiana,0,13,US,LEVEL4,495,771,-276,-35.751295336788,0,-4,39.675383047802,-75.67010117089,39.675383047802,-75.67010117089,0320101200330,0320101200330
"LINESTRING (-75.65185546875 39.69027852429607, -75.65185546875 39.72408650635505)",2020-04-28 1600,50874,Upper Christiana,50872,Pike Creek-Central Kirkwood,3.7592819856547,13,US,LEVEL4,17,25.8,-8.8,-32.835820895522,0,-2.9834794159316,39.675383047802,-75.67010117089,39.734109328896,-75.674672313334,0320101200330,0320101200312
"LINESTRING (-75.65185546875 39.69027852429607, -75.69580078125 39.62261287134375)",2020-04-28 1600,50874,Upper Christiana,50870,New Castle,8.4121873669087,13,US,LEVEL4,12,16,-4,-23.529411764706,0,-1.3719886811401,39.675383047802,-75.67010117089,39.656783783661,-75.598341667716,0320101200330,0320101202101
"LINESTRING (-75.65185546875 39.69027852429607, -75.69580078125 39.65645397806613)",2020-04-28 1600,50874,Upper Christiana,50874,Upper Christiana,5.3190324074664,13,US,LEVEL4,10,15,-5,-31.25,0,-1.2126781251817,39.675383047802,-75.67010117089,39.675383047802,-75.67010117089,0320101200330,0320101200323
"LINESTRING (-75.65185546875 39.69027852429607, -75.69580078125 39.69027852429607)",2020-04-28 1600,50874,Upper Christiana,50874,Upper Christiana,3.7602031070655,13,US,LEVEL4,16,28.8,-12.8,-42.953020134228,0,-2.3101532021902,39.675383047802,-75.67010117089,39.675383047802,-75.67010117089,0320101200330,0320101200321
"LINESTRING (-75.65185546875 39.72408650635505, -75.56396484374999 39.75787792058951)",2020-04-28 1600,50872,Pike Creek-Central Kirkwood,50875,Wilmington,8.4018906014032,13,US,LEVEL4,19,39.2,-20.2,-50.248756218905,0,-3.98460070792,39.734109328896,-75.674672313334,39.734893500818,-75.527941216548,0320101200312,0320101201200
"LINESTRING (-75.65185546875 39.72408650635505, -75.56396484375 39.69027852429607)",2020-04-28 1600,50872,Pike Creek-Central Kirkwood,50870,New Castle,8.4060100228055,13,US,LEVEL4,11,16.2,-5.2,-30.232558139535,0,-1.2724628390042,39.734109328896,-75.674672313334,39.656783783661,-75.598341667716,0320101200312,0320101201220
"LINESTRING (-75.65185546875 39.72408650635505, -75.56396484375 39.72408650635505)",2020-04-28 1600,50872,Pike Creek-Central Kirkwood,50867,Lower Christiana,7.5167218713137,13,US,LEVEL4,10,24.2,-14.2,-56.349206349206,0,-1.765371877843,39.734109328896,-75.674672313334,39.730496823875,-75.608560545903,0320101200312,0320101201202
"LINESTRING (-74.24560546875 40.39676222610689, -74.20166015625 40.39676222610689)",2020-04-28 1600,1206838,Aberdeen,1206857,Holmdel,3.7214385066962,13,US,LEVEL4,23,32.4,-9.4,-28.14371257485,0,-2.736445795776,40.416771609369,-74.224788011904,40.376626135992,-74.172679844907,0320101120112,0320101120113
"LINESTRING (-75.65185546875 39.72408650635505, -75.60791015625 39.72408650635505)",2020-04-28 1600,50872,Pike Creek-Central Kirkwood,50867,Lower Christiana,3.7583610485361,13,US,LEVEL4,35,46.2,-11.2,-23.728813559322,0,-1.7888543819998,39.734109328896,-75.674672313334,39.730496823875,-75.608560545903,0320101200312,0320101200313
"LINESTRING (-75.65185546875 39.72408650635505, -75.60791015625 39.75787792058951)",2020-04-28 1600,50872,Pike Creek-Central Kirkwood,50867,Lower Christiana,5.3138222807962,13,US,LEVEL4,13,21.4,-8.4,-37.5,0,-1.607673904937,39.734109328896,-75.674672313334,39.730496823875,-75.608560545903,0320101200312,0320101200311
"LINESTRING (-75.65185546875 39.72408650635505, -75.65185546875 39.65645397806613)",2020-04-28 1600,50872,Pike Creek-Central Kirkwood,50870,New Castle,7.5204058259752,13,US,LEVEL4,10,13.4,-3.4,-23.611111111111,0,-1.1801572286511,39.734109328896,-75.674672313334,39.656783783661,-75.598341667716,0320101200312,0320101200332
"LINESTRING (-75.65185546875 39.72408650635505, -75.65185546875 39.72408650635505)",2020-04-28 1600,50872,Pike Creek-Central Kirkwood,50872,Pike Creek-Central Kirkwood,0,13,US,LEVEL4,1145,887.6,257.4,28.96691424713,0,4,39.734109328896,-75.674672313334,39.734109328896,-75.674672313334,0320101200312,0320101200312
"LINESTRING (-75.65185546875 39.72408650635505, -75.69580078125 39.69027852429607)",2020-04-28 1600,50872,Pike Creek-Central Kirkwood,50874,Upper Christiana,5.3164276314002,13,US,LEVEL4,18,22.2,-4.2,-18.103448275862,0,-1.6867605906952,39.734109328896,-75.674672313334,39.675383047802,-75.67010117089,0320101200312,0320101200321
"LINESTRING (-75.65185546875 39.79165276337068, -75.65185546875 39.79165276337068)",2020-04-28 1600,50871,Piedmont,50871,Piedmont,0,13,US,LEVEL4,50,27.6,22.4,78.321678321678,0,4,39.786522463883,-75.651014524627,39.786522463883,-75.651014524627,0320101200132,0320101200132
"LINESTRING (-75.65185546875 39.859152720182266, -75.65185546875 39.859152720182266)",2020-04-28 1600,1408007,Kennett,1408007,Kennett,0,13,US,LEVEL4,122,94.2,27.8,29.201680672269,0,3.2165069565196,39.837309086949,-75.680987084151,39.837309086949,-75.680987084151,0320101200112,0320101200112
"LINESTRING (-75.65185546875 39.859152720182266, -75.69580078125001 39.859152720182266)",2020-04-28 1600,1408007,Kennett,1407994,East Marlborough,3.7509887932153,13,US,LEVEL4,12,10.4,1.6,14.035087719298,0,0.5553681076005,39.837309086949,-75.680987084151,39.879609642086,-75.722669435565,0320101200112,0320101200103
"LINESTRING (-75.65185546875 39.89287782707916, -75.65185546875 39.89287782707916)",2020-04-28 1600,1408024,Pocopson,1408024,Pocopson,0,13,US,LEVEL4,114,75.4,38.6,50.523560209424,0,4,39.907621294065,-75.663649253443,39.907621294065,-75.663649253443,0320101200110,0320101200110
