state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
GU,2020-07-26,122,122,122,81.88,81.88,81.88,149,149,149
GU,2020-07-27,109,109,109,73.15,73.15,73.15,149,149,149
GU,2020-07-28,113,113,113,75.84,75.84,75.84,149,149,149
GU,2020-07-29,114,114,114,76.51,76.51,76.51,149,149,149
GU,2020-07-30,121,121,121,81.21,81.21,81.21,149,149,149
GU,2020-07-31,114,114,114,76.51,76.51,76.51,149,149,149
GU,2020-08-01,109,109,109,73.15,73.15,73.15,149,149,149
GU,2020-08-02,105,105,105,70.47,70.47,70.47,149,149,149
GU,2020-08-03,116,116,116,77.85,77.85,77.85,149,149,149
GU,2020-08-04,114,114,114,76.51,76.51,76.51,149,149,149
GU,2020-08-05,104,104,104,69.80,69.80,69.80,149,149,149
GU,2020-08-06,102,102,102,68.46,68.46,68.46,149,149,149
GU,2020-08-07,110,110,110,73.83,73.83,73.83,149,149,149
GU,2020-08-08,125,125,125,83.89,83.89,83.89,149,149,149
GU,2020-08-09,116,116,116,77.85,77.85,77.85,149,149,149
GU,2020-08-10,103,103,103,69.13,69.13,69.13,149,149,149
GU,2020-08-11,109,109,109,73.15,73.15,73.15,149,149,149
GU,2020-08-12,116,116,116,77.85,77.85,77.85,149,149,149
MP,2020-07-12,0,0,0,0.00,0.00,0.00,49,33,65
MP,2020-07-13,0,0,0,0.00,0.00,0.00,49,33,65
MP,2020-07-14,0,0,0,0.00,0.00,0.00,49,33,65
MP,2020-07-15,0,0,0,0.00,0.00,0.00,49,33,65
MP,2020-07-16,0,0,0,0.00,0.00,0.00,49,33,65
MP,2020-07-17,0,0,0,0.00,0.00,0.00,49,33,65
MP,2020-07-18,0,0,0,0.00,0.00,0.00,49,33,65
MP,2020-07-19,0,0,0,0.00,0.00,0.00,49,33,65
MP,2020-07-20,0,0,0,0.00,0.00,0.00,49,33,65
MP,2020-07-21,0,0,0,0.00,0.00,0.00,49,49,49
MP,2020-07-22,0,0,0,0.00,0.00,0.00,51,51,51
MP,2020-07-23,0,0,0,0.00,0.00,0.00,45,45,45
MP,2020-07-24,0,0,0,0.00,0.00,0.00,46,46,46
MP,2020-07-25,0,0,0,0.00,0.00,0.00,56,56,56
MP,2020-07-26,0,0,0,0.00,0.00,0.00,49,49,49
MP,2020-07-27,0,0,0,0.00,0.00,0.00,50,50,50
MP,2020-07-28,0,0,0,0.00,0.00,0.00,46,46,46
MP,2020-07-29,0,0,0,0.00,0.00,0.00,41,41,41
MP,2020-07-30,0,0,0,0.00,0.00,0.00,44,44,44
MP,2020-07-31,0,0,0,0.00,0.00,0.00,48,48,48
MP,2020-08-01,0,0,0,0.00,0.00,0.00,43,43,43
MP,2020-08-02,0,0,0,0.00,0.00,0.00,48,48,48
MP,2020-08-03,0,0,0,0.00,0.00,0.00,45,45,45
MP,2020-08-04,0,0,0,0.00,0.00,0.00,47,47,47
MP,2020-08-05,0,0,0,0.00,0.00,0.00,41,41,41
MP,2020-08-06,0,0,0,0.00,0.00,0.00,31,31,31
MP,2020-08-07,0,0,0,0.00,0.00,0.00,34,34,34
MP,2020-08-08,0,0,0,0.00,0.00,0.00,38,38,38
MP,2020-08-09,0,0,0,0.00,0.00,0.00,42,42,42
MP,2020-08-10,0,0,0,0.00,0.00,0.00,41,41,41
MP,2020-08-11,0,0,0,0.00,0.00,0.00,41,41,41
MP,2020-08-12,0,0,0,0.00,0.00,0.00,50,50,50
