state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
AR,2020-08-12,"5,040","4,961","5,119",69.29,66.12,72.46,"7,274","7,197","7,351"
PA,2020-07-12,"18,347","17,593","19,101",72.17,62.75,81.60,"25,421","24,506","26,336"
PA,2020-07-13,"18,466","17,730","19,201",72.55,63.37,81.73,"25,453","24,571","26,335"
PA,2020-07-14,"18,690","17,918","19,463",73.34,63.65,83.04,"25,483","24,535","26,430"
PA,2020-07-15,"18,677","17,962","19,392",73.25,64.42,82.07,"25,499","24,680","26,318"
PA,2020-07-16,"18,545","17,813","19,277",72.90,63.73,82.07,"25,439","24,579","26,299"
PA,2020-07-17,"18,478","17,780","19,177",72.75,64.04,81.45,"25,401","24,592","26,210"
PA,2020-07-18,"18,210","17,473","18,947",71.99,62.67,81.30,"25,296","24,406","26,185"
PA,2020-07-19,"18,185","17,440","18,930",71.90,62.70,81.09,"25,294","24,440","26,148"
PA,2020-07-20,"18,310","17,665","18,954",72.52,64.39,80.64,"25,249","24,500","25,998"
PA,2020-07-21,"18,609","17,944","19,274",73.74,65.35,82.12,"25,238","24,467","26,008"
PA,2020-07-22,"18,816","18,425","19,206",74.68,69.93,79.44,"25,193","24,777","25,610"
PA,2020-07-23,"18,849","18,415","19,284",74.33,69.09,79.58,"25,357","24,908","25,807"
PA,2020-07-24,"18,757","18,386","19,128",74.25,70.08,78.43,"25,262","24,934","25,589"
PA,2020-07-25,"18,346","17,950","18,741",72.99,68.24,77.74,"25,135","24,725","25,544"
PA,2020-07-26,"18,014","17,623","18,406",71.78,66.86,76.70,"25,098","24,644","25,551"
PA,2020-07-27,"18,009","17,643","18,376",71.04,66.80,75.28,"25,350","24,994","25,706"
PA,2020-07-28,"18,705","18,382","19,029",73.35,69.77,76.94,"25,500","25,226","25,774"
PA,2020-07-29,"18,858","18,545","19,172",74.25,70.84,77.66,"25,399","25,152","25,646"
PA,2020-07-30,"18,731","18,381","19,081",74.52,70.33,78.70,"25,137","24,776","25,498"
PA,2020-07-31,"18,342","18,061","18,624",73.44,70.25,76.63,"24,975","24,734","25,216"
PA,2020-08-01,"17,908","17,601","18,214",71.95,68.16,75.74,"24,889","24,553","25,224"
PA,2020-08-02,"17,126","16,812","17,439",69.32,65.41,73.23,"24,706","24,366","25,047"
PA,2020-08-03,"17,235","16,952","17,518",69.68,66.44,72.91,"24,735","24,504","24,967"
PA,2020-08-04,"18,094","17,730","18,458",72.91,68.25,77.57,"24,817","24,400","25,234"
PA,2020-08-05,"18,307","18,024","18,590",72.80,69.67,75.92,"25,148","24,924","25,372"
PA,2020-08-06,"18,698","18,394","19,001",74.19,70.28,78.10,"25,203","24,869","25,537"
PA,2020-08-07,"18,577","18,349","18,804",73.79,71.09,76.49,"25,175","24,944","25,405"
PA,2020-08-08,"17,827","17,500","18,155",71.31,66.99,75.63,"24,999","24,574","25,424"
PA,2020-08-09,"17,488","17,206","17,771",70.28,66.64,73.92,"24,884","24,549","25,219"
PA,2020-08-10,"17,584","17,336","17,831",70.50,67.28,73.72,"24,943","24,694","25,192"
PA,2020-08-11,"18,610","18,360","18,860",74.25,71.27,77.22,"25,066","24,837","25,294"
PA,2020-08-12,"18,766","18,518","19,014",74.61,71.73,77.50,"25,151","24,925","25,377"
CO,2020-07-12,"4,850","4,521","5,179",52.97,41.10,64.84,"9,156","8,746","9,566"
CO,2020-07-13,"4,843","4,512","5,175",52.99,41.00,64.97,"9,141","8,725","9,556"
CO,2020-07-14,"4,995","4,664","5,327",54.65,43.38,65.93,"9,140","8,801","9,480"
CO,2020-07-15,"4,971","4,677","5,264",55.43,44.90,65.96,"8,968","8,622","9,315"
CO,2020-07-16,"4,936","4,779","5,094",54.47,49.06,59.88,"9,063","8,900","9,225"
CO,2020-07-17,"4,936","4,872","5,000",56.60,54.19,59.01,"8,721","8,641","8,801"
CO,2020-07-18,"4,762","4,604","4,920",54.63,48.05,61.20,"8,717","8,461","8,973"
CO,2020-07-19,"4,589","4,432","4,747",52.70,46.10,59.30,"8,709","8,453","8,965"
CO,2020-07-20,"4,534","4,278","4,789",52.07,42.43,61.71,"8,707","8,397","9,017"
CO,2020-07-21,"4,649","4,585","4,712",58.55,55.95,61.15,"7,940","7,863","8,016"
CO,2020-07-22,"4,798","4,732","4,864",60.33,57.89,62.76,"7,953","7,899","8,008"
CO,2020-07-23,"4,835","4,695","4,976",60.68,54.50,66.87,"7,968","7,756","8,179"
CO,2020-07-24,"4,862","4,798","4,926",60.91,58.61,63.22,"7,982","7,938","8,026"
CO,2020-07-25,"4,667","4,509","4,825",58.21,51.19,65.23,"8,018","7,771","8,265"
CO,2020-07-26,"4,431","4,364","4,497",55.45,52.89,58.01,"7,991","7,930","8,052"
CO,2020-07-27,"4,535","4,472","4,599",56.61,54.30,58.93,"8,011","7,968","8,054"
CO,2020-07-28,"4,767","4,704","4,831",59.46,56.72,62.21,"8,017","7,929","8,106"
CO,2020-07-29,"4,688","4,624","4,752",58.33,56.01,60.65,"8,037","7,990","8,084"
CO,2020-07-30,"4,789","4,706","4,872",59.50,56.23,62.78,"8,048","7,952","8,144"
CO,2020-07-31,"4,841","4,778","4,905",60.16,57.89,62.43,"8,048","8,004","8,092"
CO,2020-08-01,"4,670","4,512","4,828",58.01,51.02,65.00,"8,051","7,803","8,298"
CO,2020-08-02,"4,483","4,325","4,641",55.68,48.67,62.70,"8,051","7,804","8,298"
CO,2020-08-03,"4,410","4,346","4,473",54.78,52.44,57.11,"8,050","8,006","8,095"
CO,2020-08-04,"4,684","4,620","4,748",58.20,55.82,60.57,"8,048","8,001","8,095"
CO,2020-08-05,"4,795","4,731","4,859",59.56,57.20,61.92,"8,051","8,005","8,097"
CO,2020-08-06,"4,791","4,728","4,854",59.47,57.15,61.79,"8,056","8,010","8,101"
CO,2020-08-07,"4,857","4,793","4,920",60.33,58.05,62.60,"8,051","8,004","8,098"
CO,2020-08-08,"4,717","4,538","4,895",58.57,50.62,66.53,"8,052","7,768","8,337"
CO,2020-08-09,"4,566","4,408","4,724",56.81,49.79,63.82,"8,038","7,790","8,285"
CO,2020-08-10,"4,507","4,443","4,571",56.21,53.87,58.56,"8,018","7,972","8,064"
CO,2020-08-11,"4,770","4,706","4,834",59.36,57.03,61.69,"8,035","7,989","8,081"
CO,2020-08-12,"4,837","4,771","4,903",60.23,57.75,62.71,"8,031","7,982","8,080"
FL,2020-07-12,"43,084","42,803","43,365",71.91,70.41,73.41,"59,916","59,563","60,269"
FL,2020-07-13,"43,830","43,549","44,111",75.58,74.04,77.12,"57,989","57,638","58,340"
FL,2020-07-14,"45,387","45,100","45,674",77.21,75.58,78.83,"58,786","58,403","59,169"
FL,2020-07-15,"43,724","42,202","45,247",74.37,65.60,83.15,"58,789","56,681","60,898"
FL,2020-07-16,"43,736","42,183","45,289",72.99,64.15,81.84,"59,917","57,693","62,142"
FL,2020-07-17,"43,571","42,112","45,029",71.02,63.06,78.99,"61,347","59,379","63,316"
FL,2020-07-18,"42,974","41,548","44,400",69.27,61.52,77.02,"62,040","60,114","63,967"
FL,2020-07-19,"42,788","41,227","44,350",67.88,59.49,76.27,"63,034","60,837","65,232"
FL,2020-07-20,"42,887","41,478","44,296",66.74,59.30,74.18,"64,261","62,338","66,184"
FL,2020-07-21,"43,765","42,479","45,050",65.97,59.50,72.44,"66,342","64,646","68,037"
FL,2020-07-22,"44,009","42,922","45,097",65.58,60.19,70.97,"67,109","65,712","68,506"
FL,2020-07-23,"43,665","42,962","44,368",64.37,61.20,67.54,"67,830","67,340","68,321"
FL,2020-07-24,"43,483","42,834","44,131",63.66,60.93,66.40,"68,300","68,016","68,584"
FL,2020-07-25,"42,453","41,821","43,085",61.40,58.71,64.08,"69,144","68,986","69,302"
FL,2020-07-26,"41,717","41,084","42,349",60.31,57.59,63.04,"69,165","68,998","69,332"
FL,2020-07-27,"42,180","41,548","42,812",60.85,58.18,63.52,"69,314","69,156","69,472"
FL,2020-07-28,"43,783","43,151","44,415",63.39,60.72,66.07,"69,065","68,907","69,223"
FL,2020-07-29,"44,251","43,570","44,931",63.53,60.62,66.44,"69,649","69,240","70,059"
FL,2020-07-30,"44,151","43,457","44,844",62.48,59.50,65.45,"70,668","70,213","71,122"
FL,2020-07-31,"43,482","42,803","44,161",61.75,58.90,64.60,"70,415","69,985","70,845"
FL,2020-08-01,"41,901","41,219","42,582",59.55,56.57,62.54,"70,357","69,927","70,786"
FL,2020-08-02,"41,216","40,539","41,893",58.51,55.50,61.52,"70,442","70,033","70,850"
FL,2020-08-03,"41,768","41,140","42,396",59.24,56.60,61.88,"70,502","70,346","70,658"
FL,2020-08-04,"42,848","42,220","43,476",61.04,58.42,63.67,"70,193","70,035","70,351"
FL,2020-08-05,"43,474","42,847","44,101",61.86,59.22,64.49,"70,280","70,123","70,437"
FL,2020-08-06,"43,283","42,655","43,912",61.52,58.93,64.11,"70,356","70,198","70,514"
FL,2020-08-07,"43,027","42,398","43,656",61.36,58.79,63.93,"70,124","69,944","70,303"
FL,2020-08-08,"41,837","41,209","42,465",59.47,56.84,62.10,"70,351","70,194","70,508"
FL,2020-08-09,"41,148","40,520","41,776",58.46,55.75,61.18,"70,381","70,225","70,537"
FL,2020-08-10,"41,608","40,568","42,648",59.08,54.25,63.92,"70,423","69,145","71,701"
FL,2020-08-11,"42,639","42,075","43,203",60.57,58.22,62.93,"70,391","70,225","70,557"
FL,2020-08-12,"42,981","42,417","43,545",61.20,58.85,63.54,"70,235","70,074","70,396"
CT,2020-07-12,"5,531","5,483","5,579",66.26,64.55,67.96,"8,348","8,299","8,397"
CT,2020-07-13,"5,557","5,509","5,605",66.50,65.05,67.96,"8,356","8,338","8,374"
CT,2020-07-14,"5,940","5,892","5,988",71.99,70.21,73.77,"8,251","8,196","8,306"
CT,2020-07-15,"5,934","5,364","6,503",72.16,49.28,95.04,"8,223","7,446","9,000"
CT,2020-07-16,"5,947","5,375","6,520",72.61,49.72,95.50,"8,191","7,424","8,958"
CT,2020-07-17,"5,948","5,371","6,526",72.85,55.54,90.16,"8,165","7,925","8,405"
CT,2020-07-18,"5,952","5,369","6,535",72.88,49.40,96.35,"8,167","7,379","8,956"
CT,2020-07-19,"5,944","5,361","6,526",72.76,49.29,96.23,"8,169","7,381","8,958"
CT,2020-07-20,"5,955","5,378","6,533",72.88,55.59,90.18,"8,171","7,931","8,412"
CT,2020-07-21,"5,969","5,392","6,546",72.69,55.45,89.94,"8,212","7,968","8,456"
CT,2020-07-22,"5,979","5,415","6,544",72.71,56.32,89.11,"8,223","8,071","8,375"
CT,2020-07-23,"5,981","5,417","6,546",73.24,56.77,89.70,"8,167","8,014","8,320"
CT,2020-07-24,"6,023","5,897","6,150",73.94,68.83,79.05,"8,147","7,975","8,318"
CT,2020-07-25,"5,866","5,296","6,436",72.35,49.29,95.41,"8,107","7,341","8,874"
CT,2020-07-26,"5,724","5,154","6,294",70.59,47.52,93.66,"8,109","7,343","8,876"
CT,2020-07-27,"5,535","5,410","5,661",68.25,63.10,73.39,"8,111","7,938","8,284"
CT,2020-07-28,"5,933","5,829","6,038",73.18,69.15,77.21,"8,108","7,981","8,235"
CT,2020-07-29,"6,014","5,909","6,119",74.12,70.32,77.92,"8,114","8,004","8,223"
CT,2020-07-30,"6,006","5,958","6,054",73.95,72.52,75.38,"8,121","8,103","8,139"
CT,2020-07-31,"5,950","5,902","5,998",72.83,72.83,72.83,"8,170","8,170","8,170"
CT,2020-08-01,"5,828","5,258","6,398",71.77,48.74,94.80,"8,121","7,354","8,887"
CT,2020-08-02,"5,654","5,083","6,226",69.73,46.58,92.89,"8,108","7,339","8,877"
CT,2020-08-03,"5,521","5,473","5,569",68.19,66.50,69.89,"8,096","8,051","8,141"
CT,2020-08-04,"5,783","5,700","5,866",71.20,68.57,73.84,"8,122","8,073","8,171"
CT,2020-08-05,"5,952","5,891","6,014",73.36,71.55,75.17,"8,114","8,096","8,132"
CT,2020-08-06,"6,131","6,105","6,158",75.43,74.59,76.28,"8,128","8,110","8,146"
CT,2020-08-07,"6,161","6,136","6,186",75.49,75.49,75.49,"8,161","8,161","8,161"
CT,2020-08-08,"6,021","5,451","6,591",73.93,50.98,96.89,"8,144","7,378","8,911"
CT,2020-08-09,"5,857","5,285","6,428",72.06,49.02,95.10,"8,128","7,361","8,894"
CT,2020-08-10,"5,756","5,706","5,806",70.97,70.97,70.97,"8,111","8,111","8,111"
CT,2020-08-11,"5,979","5,928","6,030",73.71,72.21,75.22,"8,111","8,093","8,129"
CT,2020-08-12,"6,082","6,031","6,133",74.87,73.38,76.37,"8,123","8,105","8,141"
DE,2020-07-12,"1,562","1,551","1,573",65.80,64.02,67.58,"2,374","2,362","2,386"
DE,2020-07-13,"1,596","1,585","1,607",67.51,65.74,69.29,"2,364","2,352","2,376"
DE,2020-07-14,"1,646","1,622","1,671",68.55,65.44,71.66,"2,402","2,390","2,414"
DE,2020-07-15,"1,650","1,295","2,006",68.91,31.99,105.83,"2,395","2,269","2,521"
DE,2020-07-16,"1,669","1,313","2,024",69.91,33.10,106.72,"2,387","2,261","2,513"
DE,2020-07-17,"1,663","1,308","2,018",69.61,32.76,106.46,"2,389","2,263","2,515"
DE,2020-07-18,"1,656","1,301","2,012",69.07,32.23,105.91,"2,398","2,272","2,524"
DE,2020-07-19,"1,651","1,295","2,006",69.39,32.33,106.44,"2,379","2,253","2,505"
DE,2020-07-20,"1,648","1,293","2,003",69.68,32.48,106.89,"2,365","2,239","2,491"
DE,2020-07-21,"1,662","1,307","2,018",69.96,33.00,106.93,"2,376","2,250","2,502"
DE,2020-07-22,"1,668","1,326","2,010",70.25,35.14,105.35,"2,374","2,295","2,453"
DE,2020-07-23,"1,660","1,318","2,002",70.23,34.96,105.51,"2,363","2,284","2,442"
DE,2020-07-24,"1,660","1,318","2,001",70.11,34.87,105.36,"2,367","2,288","2,446"
DE,2020-07-25,"1,636","1,294","1,977",69.87,34.17,105.56,"2,341","2,262","2,420"
DE,2020-07-26,"1,633","1,289","1,976",70.49,34.53,106.45,"2,316","2,230","2,402"
DE,2020-07-27,"1,635","1,294","1,977",70.43,34.59,106.28,"2,322","2,243","2,401"
DE,2020-07-28,"1,652","1,311","1,994",70.62,35.09,106.14,"2,340","2,261","2,419"
DE,2020-07-29,"1,649","1,308","1,991",69.80,34.29,105.31,"2,363","2,285","2,441"
DE,2020-07-30,"1,656","1,315","1,998",69.83,34.46,105.20,"2,372","2,294","2,450"
DE,2020-07-31,"1,647","1,306","1,989",68.93,33.61,104.24,"2,390","2,312","2,468"
DE,2020-08-01,"1,633","1,292","1,975",69.38,33.64,105.13,"2,354","2,276","2,432"
DE,2020-08-02,"1,595","1,254","1,937",68.26,31.97,104.55,"2,337","2,259","2,415"
DE,2020-08-03,"1,586","1,245","1,928",68.37,31.85,104.89,"2,320","2,242","2,398"
DE,2020-08-04,"1,627","1,286","1,969",68.80,33.08,104.52,"2,365","2,287","2,443"
DE,2020-08-05,"1,647","1,306","1,989",69.24,33.83,104.64,"2,379","2,301","2,457"
DE,2020-08-06,"1,642","1,301","1,984",69.14,33.65,104.63,"2,375","2,297","2,453"
DE,2020-08-07,"1,641","1,299","1,983",68.84,33.41,104.26,"2,384","2,306","2,462"
DE,2020-08-08,"1,616","1,549","1,683",67.96,58.03,77.88,"2,378","2,300","2,456"
DE,2020-08-09,"1,528","1,461","1,595",65.19,55.03,75.34,"2,344","2,266","2,422"
DE,2020-08-10,"1,582","1,515","1,649",67.06,57.03,77.09,"2,359","2,281","2,437"
DE,2020-08-11,"1,656","1,589","1,723",69.81,59.92,79.71,"2,372","2,294","2,450"
DE,2020-08-12,"1,663","1,596","1,730",69.73,59.88,79.57,"2,385","2,307","2,463"
WV,2020-07-12,"3,599","3,589","3,609",65.48,64.84,66.13,"5,496","5,481","5,511"
WV,2020-07-13,"3,666","3,656","3,676",66.82,66.19,67.46,"5,486","5,471","5,501"
WV,2020-07-14,"3,896","3,663","4,128",70.48,60.28,80.68,"5,527","5,463","5,591"
WV,2020-07-15,"3,944","3,765","4,123",71.65,55.78,87.52,"5,505","5,054","5,957"
WV,2020-07-16,"3,973","3,862","4,084",72.40,62.57,82.22,"5,488","5,211","5,765"
WV,2020-07-17,"3,959","3,806","4,112",72.17,61.26,83.07,"5,486","5,204","5,767"
WV,2020-07-18,"3,803","3,643","3,963",69.12,58.07,80.17,"5,502","5,219","5,785"
WV,2020-07-19,"3,743","3,584","3,902",68.04,57.03,79.05,"5,501","5,218","5,784"
WV,2020-07-20,"3,759","3,600","3,917",68.32,57.21,79.44,"5,501","5,213","5,789"
WV,2020-07-21,"3,949","3,829","4,068",71.76,62.08,81.45,"5,502","5,236","5,769"
WV,2020-07-22,"4,048","3,890","4,206",73.73,62.69,84.77,"5,491","5,210","5,771"
WV,2020-07-23,"4,050","3,932","4,168",73.79,64.31,83.27,"5,489","5,232","5,746"
WV,2020-07-24,"3,992","3,834","4,150",72.82,64.69,80.96,"5,481","5,336","5,627"
WV,2020-07-25,"3,788","3,629","3,946",69.00,60.51,77.50,"5,489","5,328","5,650"
WV,2020-07-26,"3,684","3,526","3,843",66.88,58.58,75.18,"5,509","5,361","5,658"
WV,2020-07-27,"3,709","3,544","3,873",67.29,58.56,76.01,"5,512","5,350","5,674"
WV,2020-07-28,"3,844","3,672","4,016",69.61,60.44,78.78,"5,522","5,345","5,699"
WV,2020-07-29,"3,960","3,926","3,994",70.78,70.78,70.78,"5,595","5,595","5,595"
WV,2020-07-30,"3,964","3,929","4,000",71.22,69.68,72.76,"5,566","5,557","5,575"
WV,2020-07-31,"3,891","3,884","3,898",69.87,69.48,70.26,"5,569","5,560","5,578"
WV,2020-08-01,"3,692","3,687","3,697",66.29,65.94,66.64,"5,569","5,560","5,578"
WV,2020-08-02,"3,630","3,563","3,697",65.36,62.37,68.35,"5,554","5,551","5,557"
WV,2020-08-03,"3,674","3,672","3,677",65.97,65.83,66.11,"5,570","5,567","5,573"
WV,2020-08-04,"3,877","3,875","3,879",69.59,69.47,69.72,"5,571","5,568","5,574"
WV,2020-08-05,"3,950","3,948","3,952",70.89,70.77,71.01,"5,572","5,569","5,575"
WV,2020-08-06,"3,983","3,970","3,996",71.62,71.05,72.18,"5,562","5,556","5,567"
WV,2020-08-07,"3,975","3,971","3,979",70.94,70.64,71.25,"5,603","5,595","5,611"
WV,2020-08-08,"3,746","3,742","3,750",66.86,66.55,67.16,"5,603","5,595","5,611"
WV,2020-08-09,"3,634","3,630","3,638",65.48,65.17,65.78,"5,550","5,542","5,558"
WV,2020-08-10,"3,700","3,696","3,705",66.54,66.23,66.86,"5,561","5,553","5,569"
WV,2020-08-11,"3,950","3,946","3,954",70.98,70.31,71.64,"5,565","5,544","5,586"
WV,2020-08-12,"4,060","4,056","4,064",72.93,72.62,73.24,"5,567","5,559","5,575"
DC,2020-07-12,"1,992","1,992","1,992",71.02,71.02,71.02,"2,805","2,805","2,805"
DC,2020-07-13,"1,971","1,971","1,971",70.42,70.42,70.42,"2,799","2,799","2,799"
DC,2020-07-14,"1,978","1,674","2,281",68.27,34.78,101.75,"2,897","2,514","3,280"
DC,2020-07-15,"1,987","1,680","2,295",66.69,33.58,99.80,"2,980","2,590","3,370"
DC,2020-07-16,"1,997","1,692","2,302",67.23,34.10,100.36,"2,970","2,577","3,363"
DC,2020-07-17,"2,016","1,711","2,321",68.08,34.98,101.18,"2,961","2,571","3,351"
DC,2020-07-18,"2,019","1,715","2,324",68.43,35.34,101.51,"2,951","2,564","3,338"
DC,2020-07-19,"2,031","1,726","2,336",68.69,35.67,101.71,"2,957","2,570","3,344"
DC,2020-07-20,"2,055","1,750","2,359",69.36,36.54,102.18,"2,962","2,578","3,347"
DC,2020-07-21,"2,077","1,772","2,382",69.99,37.40,102.58,"2,968","2,588","3,348"
DC,2020-07-22,"2,085","1,936","2,233",70.11,47.38,92.85,"2,974","2,630","3,317"
DC,2020-07-23,"2,062","1,908","2,216",70.33,46.53,94.14,"2,932","2,578","3,286"
DC,2020-07-24,"2,060","1,752","2,368",71.33,44.92,97.73,"2,888","2,755","3,021"
DC,2020-07-25,"2,058","1,757","2,359",72.13,46.58,97.68,"2,853","2,752","2,953"
DC,2020-07-26,"2,029","1,722","2,337",74.38,46.21,102.55,"2,728","2,563","2,894"
DC,2020-07-27,"2,001","1,700","2,302",78.13,48.94,107.33,"2,561","2,386","2,736"
DC,2020-07-28,"2,002","1,759","2,244",78.26,47.81,108.70,"2,558","2,245","2,871"
DC,2020-07-29,"2,041","1,798","2,283",79.79,49.38,110.20,"2,557","2,246","2,869"
DC,2020-07-30,"2,038","2,017","2,058",80.22,77.26,83.17,"2,540","2,507","2,573"
DC,2020-07-31,"2,013","1,946","2,080",77.47,68.82,86.13,"2,599","2,505","2,693"
DC,2020-08-01,"1,958","1,882","2,035",76.52,66.33,86.72,"2,559","2,449","2,670"
DC,2020-08-02,"1,882","1,774","1,990",74.80,74.80,74.80,"2,516","2,516","2,516"
DC,2020-08-03,"1,866","1,824","1,908",74.40,68.35,80.45,"2,508","2,440","2,576"
DC,2020-08-04,"2,009","2,009","2,009",78.88,78.88,78.88,"2,547","2,547","2,547"
DC,2020-08-05,"2,026","2,026","2,026",79.70,79.70,79.70,"2,542","2,542","2,542"
DC,2020-08-06,"2,049","2,049","2,049",80.61,80.61,80.61,"2,542","2,542","2,542"
DC,2020-08-07,"2,045","2,045","2,045",79.70,79.70,79.70,"2,566","2,566","2,566"
DC,2020-08-08,"1,997","1,997","1,997",74.82,74.82,74.82,"2,669","2,669","2,669"
DC,2020-08-09,"1,921","1,921","1,921",75.42,75.42,75.42,"2,547","2,547","2,547"
DC,2020-08-10,"2,058","2,058","2,058",71.68,71.68,71.68,"2,871","2,871","2,871"
DC,2020-08-11,"2,234","2,113","2,354",81.57,67.78,95.37,"2,738","2,590","2,886"
DC,2020-08-12,"2,319","2,319","2,319",82.56,82.56,82.56,"2,809","2,809","2,809"
TX,2020-07-12,"43,918","43,087","44,749",72.15,68.14,76.17,"60,867","60,008","61,726"
TX,2020-07-13,"44,463","43,498","45,428",72.96,68.60,77.33,"60,937","60,120","61,755"
TX,2020-07-14,"45,589","44,518","46,660",74.39,69.47,79.32,"61,283","60,290","62,276"
TX,2020-07-15,"45,593","44,714","46,472",75.98,71.51,80.46,"60,003","58,986","61,020"
TX,2020-07-16,"46,010","45,144","46,876",76.34,72.26,80.43,"60,267","59,434","61,099"
TX,2020-07-17,"45,908","45,082","46,734",76.18,72.22,80.14,"60,263","59,431","61,095"
TX,2020-07-18,"45,229","44,399","46,060",74.50,70.50,78.50,"60,712","59,857","61,568"
TX,2020-07-19,"45,152","44,252","46,053",74.24,69.97,78.51,"60,817","59,923","61,711"
TX,2020-07-20,"45,662","44,827","46,498",74.65,70.69,78.62,"61,166","60,320","62,011"
TX,2020-07-21,"46,739","45,908","47,569",75.05,71.13,78.97,"62,275","61,403","63,148"
TX,2020-07-22,"47,549","46,693","48,405",74.36,70.39,78.33,"63,944","63,029","64,859"
TX,2020-07-23,"47,733","46,959","48,507",72.63,69.24,76.02,"65,723","64,971","66,475"
TX,2020-07-24,"47,066","45,959","48,173",79.31,73.57,85.05,"59,342","58,037","60,647"
TX,2020-07-25,"44,014","43,232","44,795",80.81,76.93,84.69,"54,467","53,804","55,129"
TX,2020-07-26,"43,718","42,476","44,959",81.67,74.55,88.79,"53,530","52,068","54,992"
TX,2020-07-27,"43,493","42,721","44,266",82.67,78.71,86.64,"52,608","51,952","53,265"
TX,2020-07-28,"44,632","43,907","45,357",85.79,82.61,88.97,"52,022","51,749","52,295"
TX,2020-07-29,"43,885","43,139","44,630",86.23,82.28,90.18,"50,891","50,246","51,536"
TX,2020-07-30,"43,714","42,946","44,482",86.59,82.98,90.19,"50,486","50,085","50,887"
TX,2020-07-31,"43,314","42,578","44,051",86.11,82.79,89.44,"50,299","50,030","50,568"
TX,2020-08-01,"42,366","41,667","43,064",83.96,80.74,87.17,"50,462","50,177","50,748"
TX,2020-08-02,"41,046","40,347","41,745",81.89,78.66,85.13,"50,121","49,860","50,382"
TX,2020-08-03,"41,650","40,918","42,381",83.91,80.55,87.27,"49,636","49,389","49,883"
TX,2020-08-04,"43,138","42,431","43,845",86.45,83.10,89.80,"49,899","49,537","50,262"
TX,2020-08-05,"44,255","43,522","44,988",86.64,83.40,89.88,"51,080","50,821","51,339"
TX,2020-08-06,"44,774","44,029","45,519",86.60,83.02,90.17,"51,705","51,216","52,194"
TX,2020-08-07,"44,262","43,487","45,038",85.34,81.68,89.01,"51,864","51,387","52,341"
TX,2020-08-08,"43,414","42,990","43,837",76.97,74.86,79.08,"56,404","56,012","56,795"
TX,2020-08-09,"42,632","42,212","43,051",75.67,73.59,77.75,"56,341","55,963","56,719"
TX,2020-08-10,"41,483","41,243","41,724",73.67,72.40,74.95,"56,308","56,052","56,563"
TX,2020-08-11,"42,781","42,526","43,036",75.41,74.15,76.67,"56,731","56,503","56,959"
TX,2020-08-12,"43,551","42,603","44,499",71.96,67.19,76.73,"60,521","59,446","61,596"
WY,2020-07-12,626,560,692,43.23,25.64,60.82,"1,448","1,328","1,568"
WY,2020-07-13,634,569,699,43.24,25.88,60.60,"1,466","1,346","1,587"
WY,2020-07-14,648,564,731,43.82,20.85,66.79,"1,478","1,306","1,649"
WY,2020-07-15,661,577,744,44.57,21.96,67.19,"1,482","1,315","1,649"
WY,2020-07-16,670,643,697,41.78,33.63,49.92,"1,604","1,527","1,682"
WY,2020-07-17,709,682,736,43.58,35.56,51.61,"1,627","1,549","1,704"
WY,2020-07-18,713,688,739,41.91,34.40,49.42,"1,702","1,625","1,780"
WY,2020-07-19,689,663,715,39.67,32.23,47.11,"1,737","1,658","1,817"
WY,2020-07-20,679,621,736,38.82,26.65,50.99,"1,748","1,664","1,833"
WY,2020-07-21,668,638,698,37.29,28.64,45.93,"1,791","1,694","1,888"
WY,2020-07-22,671,658,684,36.83,33.39,40.28,"1,822","1,784","1,860"
WY,2020-07-23,672,647,698,36.85,29.67,44.03,"1,825","1,743","1,907"
WY,2020-07-24,673,667,680,36.85,34.07,39.64,"1,827","1,789","1,865"
WY,2020-07-25,677,670,684,36.58,33.84,39.33,"1,851","1,813","1,889"
WY,2020-07-26,667,661,673,35.90,33.22,38.58,"1,858","1,820","1,896"
WY,2020-07-27,651,643,659,36.15,33.27,39.02,"1,801","1,763","1,839"
WY,2020-07-28,667,628,706,37.06,27.73,46.38,"1,800","1,710","1,890"
WY,2020-07-29,708,678,737,39.46,33.46,45.46,"1,793","1,751","1,835"
WY,2020-07-30,707,678,736,39.43,33.45,45.41,"1,793","1,751","1,835"
WY,2020-07-31,717,688,746,38.61,32.86,44.37,"1,857","1,815","1,899"
WY,2020-08-01,697,668,726,37.53,30.83,44.24,"1,857","1,791","1,923"
WY,2020-08-02,694,665,723,37.37,30.66,44.08,"1,857","1,791","1,923"
WY,2020-08-03,648,618,677,34.93,28.95,40.91,"1,854","1,812","1,896"
WY,2020-08-04,674,645,703,36.36,30.36,42.37,"1,854","1,808","1,900"
WY,2020-08-05,686,657,715,36.99,31.01,42.97,"1,854","1,808","1,900"
WY,2020-08-06,719,690,749,38.80,32.89,44.71,"1,854","1,808","1,900"
WY,2020-08-07,727,698,756,39.43,33.56,45.29,"1,844","1,798","1,890"
WY,2020-08-08,718,689,748,38.93,32.09,45.77,"1,846","1,779","1,912"
WY,2020-08-09,714,685,743,38.68,32.78,44.58,"1,846","1,800","1,892"
WY,2020-08-10,656,625,687,35.56,28.90,42.21,"1,845","1,790","1,900"
WY,2020-08-11,641,610,672,34.76,28.02,41.50,"1,844","1,787","1,901"
